date,future_ret,signal_1,signal_1_missing,signal_2,signal_2_missing,signal_3,signal_3_missing,signal_4,signal_4_missing,signal_6,signal_6_missing,direction
2018-09-07,-0.03291199804864,-0.013749451,0,0.0,1,0.0,1,-0.17824866,0,0.0,1,0
2018-09-08,0.0106320886654109,-0.006929526,0,0.0,1,0.0,1,0.0,1,0.0,1,1
2018-09-09,0.0097891313285798,-0.0037199287,0,0.0,1,0.0,1,0.66185904,0,0.0,1,1
2018-09-10,-0.0027075411913815,-0.0062177936,0,0.0,1,0.0,1,0.0,1,0.0,1,0
2018-09-11,0.0069437053111165,0.0022897243,0,0.0,1,0.0,1,0.77100635,0,0.0,1,1
2018-09-12,0.0234688307549593,-0.00095941545,0,0.0,1,0.0,1,0.0,1,0.0,1,1
2018-09-13,-0.0016570634061824,0.0005156608,0,0.0,1,0.0,1,1.1548057,0,0.0,1,0
2018-09-14,0.0059182012867802,-0.00085186376,0,0.0,1,0.0,1,0.0,1,0.0,1,1
2018-09-15,-0.0015287891253361,-0.005125131,0,0.0,1,0.0,1,-1.1962054,0,0.0,1,0
2018-09-16,-0.039401998462721,-0.008721779,0,0.0,1,0.0,1,0.0,1,0.0,1,0
2018-09-17,0.0140445437363672,-0.011609805,0,0.0,1,0.0,1,0.77005744,0,0.0,1,1
2018-09-18,0.0087493785952703,-0.00093745976,0,0.0,1,0.0,1,0.0,1,0.0,1,1
2018-09-19,0.0156620342340059,0.008212301,0,0.0,1,0.0,1,1.140402,0,0.0,1,1
2018-09-20,0.0411306223043745,0.012244686,0,0.0,1,0.0,1,0.0,1,0.0,1,1
2018-09-21,-0.0053217774174363,0.0117651215,0,0.0,1,0.0,1,0.28188184,0,0.0,1,0
