date,future_ret,signal_1,signal_1_missing,signal_2,signal_2_missing,signal_3,signal_3_missing,signal_4,signal_4_missing,signal_6,signal_6_missing
2018-02-10,-0.05508566928912417,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-11,0.10405908818087561,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-12,-0.040784005391441114,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-13,0.1065691635733439,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-14,0.05821170181132462,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-15,0.01598885610029499,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-16,0.08657202081106452,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-17,-0.05943358198477289,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-18,0.07411520085366785,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-19,0.004302878149376799,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-20,-0.0681537971197188,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-21,-0.06002912546945649,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-22,0.03261631794386721,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-23,-0.043088369999526255,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-24,-0.010780328247637083,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-25,0.07653806047966638,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-26,0.02373498643936478,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-27,-0.022923557863344324,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-02-28,0.05744686620004713,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-03-01,0.010897435897435859,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2018-03-02,0.03854334631760126,0.0,1,0.0,1,0.0,1,-0.028617367,0,0.0,1
2018-03-03,0.004406654292213874,0.0,1,0.0,1,0.0,1,-0.2661289,0,0.0,1
2018-03-04,-0.005297438124185816,0.0,1,0.0,1,0.0,1,0.5854335,0,0.0,1
2018-03-05,-0.06438973284442118,0.0,1,0.0,1,0.0,1,0.94692427,0,0.0,1
2018-03-06,-0.07525605422676096,0.0,1,0.0,1,0.0,1,0.4508121,0,0.0,1
2018-03-07,-0.06441574167507569,0.0,1,0.0,1,0.0,1,-0.20608418,0,0.0,1
2018-03-08,-0.004814682192147202,0.0,1,0.0,1,0.0,1,-0.2187834,0,0.0,1
2018-03-09,-0.049504714425056995,0.0,1,0.0,1,0.0,1,-0.7310309,0,0.0,1
2018-03-10,0.08703886561568597,0.0,1,0.0,1,0.0,1,0.2024057,0,0.0,1
2018-03-11,-0.04219091064522518,0.0,1,0.0,1,0.0,1,-0.27456546,0,0.0,1
2018-03-12,0.002043511686127042,0.0,1,0.0,1,0.0,1,0.70115495,0,0.0,1
2018-03-13,-0.10710382513661199,0.0,1,0.0,1,0.0,1,0.57387906,0,0.0,1
2018-03-14,0.00868788249694008,0.0,1,0.0,1,0.0,1,0.7485456,0,0.0,1
2018-03-15,0.0023079779346630858,0.0,1,0.0,1,0.0,1,-0.6548791,0,0.0,1
2018-03-16,-0.052687651331719154,0.0,1,0.0,1,0.0,1,0.03465472,0,0.0,1
2018-03-17,0.04667084142725697,0.0,1,0.0,1,0.0,1,-0.11948834,0,0.0,1
2018-03-18,0.05006233218843992,0.0,1,0.0,1,0.0,1,0.521683,0,0.0,1
2018-03-19,0.036044186046511495,0.0,1,0.0,1,0.0,1,0.1613316,0,0.0,1
2018-03-20,-0.0028035977634067732,0.0,1,0.0,1,0.0,1,0.65238065,0,0.0,1
2018-03-21,-0.01824423185143509,0.0,1,0.0,1,0.0,1,-0.6293032,0,0.0,1
2018-03-22,0.020077038599548347,0.0,1,0.0,1,0.0,1,0.3499758,0,0.0,1
2018-03-23,-0.03946603911202817,0.0,1,0.0,1,0.0,1,-0.094419554,0,0.0,1
2018-03-24,-0.008975225989427793,0.0,1,0.0,1,0.0,1,0.5329583,0,0.0,1
2018-03-25,-0.039659274038830516,0.0,1,0.0,1,0.0,1,0.19651814,0,0.0,1
2018-03-26,-0.041641310855483504,0.0,1,0.0,1,0.0,1,0.55044955,0,0.0,1
2018-03-27,0.01972802292601772,0.0,1,0.0,1,0.0,1,-0.21505527,0,0.0,1
2018-03-28,-0.10807995672574944,0.0,1,0.0,1,0.0,1,0.19026634,0,0.0,1
2018-03-29,-0.03524754095123661,0.0,1,0.0,1,0.0,1,0.40110135,0,0.0,1
2018-03-30,0.012233506768047242,0.0,1,0.0,1,0.0,1,0.34556073,0,0.0,1
2018-03-31,-0.016016961514519923,0.0,1,0.0,1,0.0,1,0.27351713,0,0.0,1
2018-04-01,0.035665586869827015,0.0,1,0.0,1,0.0,1,-0.52670515,0,0.0,1
2018-04-02,0.04949121315192739,0.0,1,0.0,1,0.0,1,0.5754939,0,0.0,1
2018-04-03,-0.08225425072347703,0.0,1,0.0,1,0.0,1,0.08802791,0,0.0,1
2018-04-04,-0.0037286090551934548,0.0,1,0.0,1,0.0,1,0.47432172,0,0.0,1
2018-04-05,-0.02501491708464043,0.0,1,0.0,1,0.0,1,-0.71879554,0,0.0,1
2018-04-06,0.0445981831099207,0.0,1,0.0,1,0.0,1,0.23684065,0,0.0,1
2018-04-07,0.01772093158154231,0.0,1,0.0,1,0.0,1,-0.20838337,0,0.0,1
2018-04-08,-0.03352522086064402,0.0,1,0.0,1,0.0,1,0.7677714,0,0.0,1
2018-04-09,0.009019980184940435,0.0,1,0.0,1,0.0,1,0.039641514,0,0.0,1
2018-04-10,0.016056634375136936,0.0,1,0.0,1,0.0,1,0.4855355,0,0.0,1
2018-04-11,0.1393786697613819,0.0,1,0.0,1,0.0,1,-0.2707786,0,0.0,1
2018-04-12,-0.005754133535277095,0.0,1,0.0,1,0.0,1,-0.010953024,0,0.0,1
2018-04-13,0.015436545768215737,0.0,1,0.0,1,0.0,1,-0.87715423,0,0.0,1
2018-04-14,0.044504257401853486,0.0,1,0.0,1,0.0,1,0.5858585,0,0.0,1
2018-04-15,-0.034719329742669,0.0,1,0.0,1,0.0,1,0.023638785,0,0.0,1
2018-04-16,-0.022306482891336743,0.0,1,0.0,1,0.0,1,0.77056295,0,0.0,1
2018-04-17,0.03652241845930626,0.0,1,0.0,1,0.0,1,1.1245073,0,0.0,1
2018-04-18,0.012847179738162184,0.0,1,0.0,1,0.0,1,0.0810779,0,0.0,1
2018-04-19,0.06994201497946362,0.0,1,0.0,1,0.0,1,0.16884045,0,0.0,1
2018-04-20,0.006585766254411762,0.0,1,0.0,1,0.0,1,0.9559655,0,0.0,1
2018-04-21,-0.014389852960805527,0.0,1,0.0,1,0.0,1,0.6769385,0,0.0,1
2018-04-22,0.016728083013353823,0.0,1,0.0,1,0.0,1,0.2888543,0,0.0,1
2018-04-23,0.07678298994516464,0.0,1,0.0,1,0.0,1,0.77405477,0,0.0,1
2018-04-24,-0.077962659004843,0.0,1,0.0,1,0.0,1,0.5475726,0,0.0,1
2018-04-25,0.04464604807897188,0.0,1,0.0,1,0.0,1,1.140603,0,0.0,1
2018-04-26,-0.03784265055039926,0.0,1,0.0,1,0.0,1,-0.7200974,0,0.0,1
2018-04-27,0.04852866124156652,0.0,1,0.0,1,0.0,1,1.1029783,0,0.0,1
2018-04-28,0.0075952075310226075,0.0,1,0.0,1,0.0,1,2.2205374,0,0.0,1
2018-04-29,-0.018366068584775408,0.0,1,0.0,1,0.0,1,0.52079946,0,0.0,1
2018-04-30,-0.018876250404228467,0.0,1,0.0,1,0.0,1,0.06282647,0,0.0,1
2018-05-01,0.01944114962497867,0.0,1,0.0,1,0.0,1,1.922357,0,0.0,1
2018-05-02,0.05430024740912476,0.0,1,0.0,1,0.0,1,-0.9509264,0,0.0,1
2018-05-03,-0.0036933333333333263,0.0,1,0.0,1,0.0,1,1.2750072,0,0.0,1
2018-05-04,0.015442675975577469,0.0,1,0.0,1,0.0,1,1.7745512,0,0.0,1
2018-05-05,-0.020781630170316312,0.0,1,0.0,1,0.0,1,0.15492584,0,0.0,1
2018-05-06,-0.030438937323804427,0.0,1,0.0,1,0.0,1,-0.6152316,0,0.0,1
2018-05-07,-0.018947143619861273,0.0,1,0.0,1,0.0,1,1.8468418,0,0.0,1
2018-05-08,0.013326715689475854,0.0,1,0.0,1,0.0,1,0.21330805,0,0.0,1
2018-05-09,-0.03306122448979587,0.0,1,0.0,1,0.0,1,0.37495512,0,0.0,1
2018-05-10,-0.06689475905889675,0.0,1,0.0,1,0.0,1,1.3249488,0,0.0,1
2018-05-11,0.007850000000000135,0.0,1,0.0,1,0.0,1,1.6306473,0,0.0,1
2018-05-12,0.025250592373676106,0.0,1,0.0,1,0.0,1,-0.1383994,0,0.0,1
2018-05-13,-0.0018860077122391239,0.0,1,0.0,1,0.0,1,0.65039176,0,0.0,1
2018-05-14,-0.02324045922242457,0.0,1,0.0,1,0.0,1,1.36488,0,0.0,1
2018-05-15,-0.015599149137319746,0.0,1,0.0,1,0.0,1,0.75397325,0,0.0,1
2018-05-16,-0.03463865546218492,0.0,1,0.0,1,0.0,1,-0.82251173,0,0.0,1
2018-05-17,0.024665918875428128,0.0,1,0.0,1,0.0,1,2.0097024,0,0.0,1
2018-05-18,-0.0007670079771256999,0.0,1,0.0,1,0.0,1,0.74470454,0,0.0,1
2018-05-19,0.03564588042251815,0.0,1,0.0,1,0.0,1,-0.93417156,0,0.0,1
2018-05-20,-0.017091631503768023,0.0,1,0.0,1,0.0,1,0.46894222,0,0.0,1
2018-05-21,-0.04821840205029326,0.0,1,0.0,1,0.0,1,1.0776862,0,0.0,1
2018-05-22,-0.05956543159114014,0.0,1,0.0,1,0.0,1,1.4855022,0,0.0,1
2018-05-23,0.009738801245009698,0.0,1,0.0,1,0.0,1,0.25860283,0,0.0,1
2018-05-24,-0.015578857321640549,0.0,1,0.0,1,0.0,1,-0.19498704,0,0.0,1
2018-05-25,-0.01649993294890706,0.0,1,0.0,1,0.0,1,-0.2868681,0,0.0,1
2018-05-26,0.0006858504818678668,0.0,1,0.0,1,0.0,1,0.54566044,0,0.0,1
2018-05-27,-0.032700684971637806,0.0,1,0.0,1,0.0,1,0.34512216,0,0.0,1
2018-05-28,0.05103394844344278,0.0,1,0.0,1,0.0,1,1.1533083,0,0.0,1
2018-05-29,-0.011436360200447915,0.0,1,0.0,1,0.0,1,0.922204,0,0.0,1
2018-05-30,0.014784516185011976,0.0,1,0.0,1,0.0,1,0.2788921,0,0.0,1
2018-05-31,0.004809612812808561,0.0,1,0.0,1,0.0,1,-0.35754585,0,0.0,1
2018-06-01,0.015825002227094487,0.0,1,0.0,1,0.0,1,-0.37500238,0,0.0,1
2018-06-02,0.009715930434828213,0.0,1,0.0,1,0.0,1,-0.15266381,0,0.0,1
2018-06-03,-0.029459727828722415,0.0,1,0.0,1,0.0,1,0.14010067,0,0.0,1
2018-06-04,0.018431948711099322,0.0,1,0.0,1,0.0,1,0.8474113,0,0.0,1
2018-06-05,0.004438032786885371,0.0,1,0.0,1,0.0,1,1.4686294,0,0.0,1
2018-06-06,0.004209514756803978,0.0,1,0.0,1,0.0,1,1.0253385,0,0.0,1
2018-06-07,-0.01139501864497583,0.0,1,0.0,1,0.0,1,0.32186234,0,0.0,1
2018-06-08,-0.014692034131919218,0.0,1,0.0,1,0.0,1,0.082360044,0,0.0,1
2018-06-09,-0.09700563154304809,0.0,1,0.0,1,0.0,1,0.17933108,0,0.0,1
2018-06-10,0.015818205200599067,0.0,1,0.0,1,0.0,1,1.2029517,0,0.0,1
2018-06-11,-0.04976717112922002,0.0,1,0.0,1,0.0,1,0.4662261,0,0.0,1
2018-06-12,-0.036327718223583494,0.0,1,0.0,1,0.0,1,1.1814252,0,0.0,1
2018-06-13,0.05453869355038621,0.0,1,0.0,1,0.0,1,0.10088675,0,0.0,1
2018-06-14,-0.037233385272408936,0.0,1,0.0,1,0.0,1,1.7785877,0,0.0,1
2018-06-15,0.01488206107467649,0.0,1,0.0,1,0.0,1,0.29296577,0,0.0,1
2018-06-16,-0.005300756634042614,0.0,1,0.0,1,0.0,1,1.3163989,0,0.0,1
2018-06-17,0.040754402204164375,0.0,1,0.0,1,0.0,1,0.46470326,0,0.0,1
2018-06-18,0.004283079526730793,0.0,1,0.0,1,0.0,1,0.9199134,0,0.0,1
2018-06-19,0.003011328826723947,0.0,1,0.0,1,0.0,1,0.73975974,0,0.0,1
2018-06-20,-0.006310720534318581,0.0,1,0.0,1,0.0,1,0.48898953,0,0.0,1
2018-06-21,-0.10029112168171894,0.0,1,0.0,1,0.0,1,-0.32267833,0,0.0,1
2018-06-22,0.017366418527708705,0.0,1,0.0,1,0.0,1,-0.03876874,0,0.0,1
2018-06-23,-0.002115454033996711,0.0,1,0.0,1,0.0,1,-0.06744777,0,0.0,1
2018-06-24,0.018743777466730283,0.0,1,0.0,1,0.0,1,0.4563282,0,0.0,1
2018-06-25,-0.02898592450415871,0.0,1,0.0,1,0.0,1,0.27230048,0,0.0,1
2018-06-26,0.010369342983932883,0.0,1,0.0,1,0.0,1,1.2798703,0,0.0,1
2018-06-27,-0.04560846336568447,0.0,1,0.0,1,0.0,1,0.8239689,0,0.0,1
2018-06-28,0.0587531901373084,0.0,1,0.0,1,0.0,1,-0.06571321,0,0.0,1
2018-06-29,0.03100233626765103,0.0,1,0.0,1,0.0,1,-0.5244196,0,0.0,1
2018-06-30,-0.005204950806485531,0.0,1,0.0,1,0.0,1,-0.18141495,0,0.0,1
2018-07-01,0.040661904319933884,0.0,1,0.0,1,0.0,1,0.17713909,0,0.0,1
2018-07-02,-0.015332661153176996,0.0,1,0.0,1,0.0,1,0.016348585,0,0.0,1
2018-07-03,0.011225294986382917,0.0,1,0.0,1,0.0,1,0.79292953,0,0.0,1
2018-07-04,-0.008771849922119102,0.0,1,0.0,1,0.0,1,0.5023866,0,0.0,1
2018-07-05,0.012341481345340855,0.0,1,0.0,1,0.0,1,-0.31271005,0,0.0,1
2018-07-06,0.022270030167418575,0.0,1,0.0,1,0.0,1,1.5589913,0,0.0,1
2018-07-07,-0.006642020547640959,0.0,1,0.0,1,0.0,1,0.06531231,0,0.0,1
2018-07-08,-0.007446253780486023,0.0,1,0.0,1,0.0,1,0.67263925,0,0.0,1
2018-07-09,-0.054818886480579754,0.0,1,0.0,1,0.0,1,0.26935333,0,0.0,1
2018-07-10,0.012888861362160053,0.0,1,0.0,1,0.0,1,0.5704934,0,0.0,1
2018-07-11,-0.019990373263385375,0.0,1,0.0,1,0.0,1,-0.16158728,0,0.0,1
2018-07-12,-0.005759474735904102,0.0,1,0.0,1,0.0,1,0.38179314,0,0.0,1
2018-07-13,0.006021333736686563,0.0,1,0.0,1,0.0,1,-0.67172027,0,0.0,1
2018-07-14,0.016158055275200534,0.0,1,0.0,1,0.0,1,0.14488949,0,0.0,1
2018-07-15,0.05829362774495861,0.0,1,0.0,1,0.0,1,-0.24793099,0,0.0,1
2018-07-16,0.08836220039117393,0.0,1,0.0,1,0.0,1,0.26818395,0,0.0,1
2018-07-17,0.00880909170420252,0.0,1,0.0,1,0.0,1,1.6391743,0,0.0,1
2018-07-18,0.011421178829298828,0.0,1,0.0,1,0.0,1,0.06777619,0,0.0,1
2018-07-19,-0.017234982675279786,0.0,1,0.0,1,0.0,1,0.18649627,0,0.0,1
2018-07-20,0.008347495683152184,0.0,1,0.0,1,0.0,1,-0.054789945,0,0.0,1
2018-07-21,-0.0005392780971997801,0.0,1,0.0,1,0.0,1,-0.67643726,0,0.0,1
2018-07-22,0.0441148430178544,0.0,1,0.0,1,0.0,1,-0.15559195,0,0.0,1
2018-07-23,0.08758310117458712,0.0,1,0.0,1,0.0,1,0.45961636,0,0.0,1
2018-07-24,-0.02638962325716543,0.0,1,0.0,1,0.0,1,0.7117245,0,0.0,1
2018-07-25,-0.03126850008072768,0.0,1,0.0,1,0.0,1,-0.12578084,0,0.0,1
2018-07-26,0.03391035353535354,0.0,1,0.0,1,0.0,1,1.3305694,0,0.0,1
2018-07-27,0.004453769095214666,0.0,1,0.0,1,0.0,1,1.2507584,0,0.0,1
2018-07-28,-0.0017069825800239968,0.0,1,0.0,1,0.0,1,1.282289,0,0.0,1
2018-07-29,-0.0045158933138472745,0.0,1,0.0,1,0.0,1,0.64879376,0,0.0,1
2018-07-30,-0.05419553898251994,0.0,1,0.0,1,0.0,1,0.95136803,0,0.0,1
2018-07-31,-0.016343441215998622,0.0,1,0.0,1,0.0,1,-0.071375296,0,0.0,1
2018-08-01,-0.010371381456964035,0.0,1,0.0,1,0.0,1,-1.0364947,0,0.0,1
2018-08-02,-0.014208626162847127,0.0,1,0.0,1,0.0,1,0.8602097,0,0.0,1
2018-08-03,-0.05512227077767495,0.0,1,0.0,1,0.0,1,2.4322424,0,0.0,1
2018-08-04,0.0020471223308948794,0.0,1,0.0,1,0.0,1,0.5643451,0,0.0,1
2018-08-05,-0.01272317519884858,0.0,1,0.0,1,0.0,1,0.4477467,0,0.0,1
2018-08-06,-0.03096835966903244,0.0,1,0.0,1,0.0,1,1.074203,0,0.0,1
2018-08-07,-0.06474049338845189,0.0,1,0.0,1,0.0,1,0.7144725,0,0.0,1
2018-08-08,0.03894828957836127,0.0,1,0.0,1,0.0,1,0.09660047,0,0.0,1
2018-08-09,-0.059080001041381114,0.0,1,0.0,1,0.0,1,0.26929522,0,0.0,1
2018-08-10,0.014378231806263297,0.0,1,0.0,1,0.0,1,0.09048511,0,0.0,1
2018-08-11,0.012191228027950807,0.0,1,0.0,1,0.0,1,1.2206467,0,0.0,1
2018-08-12,-0.009825104266897866,0.0,1,0.0,1,0.0,1,0.43189895,0,0.0,1
2018-08-13,-0.009328647930391454,0.0,1,0.0,1,0.0,1,0.40273225,0,0.0,1
2018-08-14,0.012779408152447935,0.0,1,0.0,1,0.0,1,0.5813656,0,0.0,1
2018-08-15,0.007114865425487782,0.0,1,0.0,1,0.0,1,-0.3654487,0,0.0,1
2018-08-16,0.04321147066978259,0.0,1,0.0,1,0.0,1,0.2613811,0,0.0,1
2018-08-17,-0.029847414150526386,0.0,1,0.0,1,0.0,1,0.9587275,0,0.0,1
2018-08-18,0.01402169080582838,0.0,1,0.0,1,0.0,1,0.71504927,0,0.0,1
2018-08-19,-0.03437884502271693,0.0,1,0.0,1,0.0,1,-0.42592758,0,0.0,1
2018-08-20,0.035997723363027756,0.0,1,0.0,1,0.0,1,0.6370187,0,0.0,1
2018-08-21,-0.018381172839506132,0.0,1,0.0,1,0.0,1,1.3992198,0,0.0,1
2018-08-22,0.025801420870349867,0.0,1,0.0,1,0.0,1,-0.630337,0,0.0,1
2018-08-23,0.02400456091255032,0.0,1,0.0,1,0.0,1,-0.1844018,0,0.0,1
2018-08-24,0.007782520459048925,0.0,1,0.0,1,0.0,1,0.9735607,0,0.0,1
2018-08-25,-0.004995812071925454,0.0,1,0.0,1,0.0,1,0.4634027,0,0.0,1
2018-08-26,0.031140298507462694,0.0,1,0.0,1,0.0,1,0.34371966,0,0.0,1
2018-08-27,0.024240660969452543,0.0,1,0.0,1,0.0,1,1.1434907,0,0.0,1
2018-08-28,-0.006343881030679177,0.0,1,0.0,1,0.0,1,1.1917675,0,0.0,1
2018-08-29,-0.006596294810857883,0.0,1,0.0,1,0.0,1,-0.36633158,0,0.0,1
2018-08-30,0.003775319119693421,0.0,1,0.0,1,0.0,1,-0.2625211,0,0.0,1
2018-08-31,0.026928304814718196,0.0,1,0.0,1,0.0,1,1.8325068,0,0.0,1
2018-09-01,0.014166646990767973,0.0,1,0.0,1,0.0,1,0.542786,0,0.0,1
2018-09-02,-0.005339625664714243,0.0,1,0.0,1,0.0,1,0.698678,0,0.0,1
2018-09-03,0.01322314959892723,0.0,1,0.0,1,0.0,1,1.40792,0,0.0,1
2018-09-04,-0.08955763371952397,0.0,1,0.0,1,0.0,1,1.4951129,0,0.0,1
2018-09-05,-0.0274611940298507,0.0,1,0.0,1,0.0,1,-0.49331295,0,0.0,1
2018-09-06,-0.01848830802899326,0.0,1,0.0,1,0.0,1,0.55908954,0,0.0,1
2018-09-07,-0.03291199804864009,0.0,1,0.0,1,0.0,1,1.3616215,0,0.0,1
2018-09-08,0.010632088665410988,0.0,1,0.0,1,0.0,1,-0.33863556,0,0.0,1
2018-09-09,0.009789131328579836,0.0,1,0.0,1,0.0,1,0.16208439,0,0.0,1
2018-09-10,-0.0027075411913815017,0.0,1,6312.0,0,0.0,1,1.2132169,0,0.0,1
2018-09-11,0.006943705311116544,0.0,1,6294.91,0,0.0,1,-0.33623993,0,0.0,1
2018-09-12,0.023468830754959313,0.0,1,6338.62,0,0.0,1,1.4861574,0,0.0,1
2018-09-13,-0.0016570634061824352,0.0,1,6487.38,0,0.0,1,0.87882817,0,0.0,1
2018-09-14,0.0059182012867802225,0.0,1,6476.63,0,0.0,1,-0.15523963,0,0.0,1
2018-09-15,-0.0015287891253361607,0.0,1,6514.96,0,0.0,1,-1.5870864,0,0.0,1
2018-09-16,-0.03940199846272108,0.0,1,6505.0,0,0.0,1,0.646715,0,0.0,1
2018-09-17,0.01404454373636721,0.0,1,6248.69,0,0.0,1,1.1659633,0,0.0,1
2018-09-18,0.008749378595270363,0.0,1,6336.45,0,0.0,1,0.33583182,0,0.0,1
2018-09-19,0.015662034234005917,0.0,1,6391.89,0,0.0,1,-0.0062785298,0,0.0,1
2018-09-20,0.04113062230437459,0.0,1,6492.0,0,0.0,1,1.1851461,0,0.0,1
2018-09-21,-0.005321777417436335,0.0,1,6759.02,0,0.0,1,0.08828121,0,0.0,1
2018-09-22,-0.002238567316917184,0.0,1,6723.05,0,0.0,1,0.15750481,0,0.0,1
2018-09-23,-0.01887447823494326,0.0,1,6708.0,0,0.0,1,0.5561441,0,0.0,1
2018-09-24,-0.02033764903766533,0.0,1,6581.39,0,0.0,1,0.5752531,0,0.0,1
2018-09-25,0.002726621316036848,0.0,1,6447.54,0,0.0,1,1.0708306,0,0.0,1
2018-09-26,0.0346490088351028,0.0,1,6465.12,0,0.0,1,0.4294021,0,0.0,1
2018-09-27,-0.008155021654535077,0.0,1,6689.13,0,0.0,1,0.44038135,0,0.0,1
2018-09-28,-0.005757711867216853,0.0,1,6634.58,0,0.0,1,0.62763387,0,0.0,1
2018-09-29,0.004576752703755682,0.0,1,6596.38,0,0.0,1,-0.49006903,0,0.0,1
2018-09-30,-0.0022575782041086567,0.0,1,6626.57,0,0.0,1,0.06125842,0,0.0,1
2018-10-01,-0.012980196956565715,0.0,1,6611.61,0,0.0,1,1.3912083,0,0.0,1
2018-10-02,-0.002419630420224972,0.0,1,6525.79,0,0.0,1,0.5371527,0,0.0,1
2018-10-03,0.012870967741935413,0.0,1,6510.0,0,0.0,1,-0.5552323,0,0.0,1
2018-10-04,0.0063483975073515,0.0,1,6593.79,0,0.0,1,0.9867896,0,0.0,1
2018-10-05,-0.006236013050718303,0.0,1,6635.65,0,0.0,1,0.64466804,0,0.0,1
2018-10-06,0.0031830665107737133,0.0,1,6594.27,0,0.0,1,0.1961218,0,0.0,1
2018-10-07,0.008729815608154556,0.0,1,6615.26,0,0.0,1,-0.45120335,0,0.0,1
2018-10-08,-0.002457661535049449,0.0,1,6673.01,0,0.0,1,1.158919,0,0.0,1
2018-10-09,-0.003847303657567358,0.0,1,6656.61,0,0.0,1,0.5854051,0,0.0,1
2018-10-10,-0.05705323480621316,0.0,1,6631.0,0,0.0,1,-0.48378086,0,0.0,1
2018-10-11,0.007249691332356756,0.0,1,6252.68,0,0.0,1,0.8534616,0,0.0,1
2018-10-12,0.005544608535076989,0.0,1,6298.01,0,0.0,1,0.98865867,0,0.0,1
2018-10-13,0.0010121697223874904,0.0,1,6332.93,0,0.0,1,-1.5552292,0,0.0,1
